timestamp,state,concentration,mellow,gamma_activity,alpha,beta,theta,delta,gamma,signal_quality,gyro_y,gyro_z,acc_x,acc_y,acc_z,blink,jaw_clench,nod,shake,robot_action,room_index,room_title,escape_room_name,module_type,temi_speaking
1779968149375,NEUTRAL,0.20428385,0.28907865,0.11732605,0.4712808,0.3204988,0.6005619,0.88296026,0.07965926,2.75,10.542297,-14.856415,0.1696167,-0.079833984,0.9901123,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968149625,NEUTRAL,0.20428385,0.28907865,0.11732605,0.4712808,0.3204988,0.6005619,0.88296026,0.07965926,2.0,18.52005,-8.508606,0.08734131,-0.016601562,1.0234375,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968149875,NEUTRAL,0.20428385,0.28907865,0.11732605,0.4712808,0.3204988,0.6005619,0.88296026,0.07965926,2.0,9.562836,-2.549591,-0.04650879,0.037719727,1.0385742,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968150125,NEUTRAL,0.20428385,0.28907865,0.11732605,0.4712808,0.3204988,0.6005619,0.88296026,0.07965926,1.5,10.003967,-9.43573,-0.1609497,-0.006958008,0.9650879,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968150375,NEUTRAL,0.20428385,0.28907865,0.11732605,0.4712808,0.3204988,0.6005619,0.88296026,0.07965926,1.5,-9.286194,9.757233,-0.20471191,0.14331055,0.9616089,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968150625,NEUTRAL,0.20387205,0.29079676,0.116905555,0.4771687,0.29246873,0.5713801,0.85815746,0.044622343,2.0,-1.6972351,8.740387,-0.18981934,-0.14575195,1.0198975,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968150875,NEUTRAL,0.20253874,0.2920939,0.115265705,0.50432855,0.30517134,0.6328524,0.8377704,0.028259369,2.0,-4.5533752,-17.495728,-0.24975586,-0.10003662,1.0084229,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968151125,NEUTRAL,0.20029967,0.29415312,0.11318684,0.5375243,0.30643964,0.6614141,0.85418063,0.031319518,1.5,-4.4187927,-8.321686,-0.12359619,0.2211914,0.96875,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968151375,NEUTRAL,0.1968866,0.29600582,0.11118549,0.56065494,0.30350098,0.7009768,0.87880635,0.060829394,1.5,-26.437988,13.966675,-0.111816406,0.23858643,0.97332764,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968151627,NEUTRAL,0.19324799,0.29785016,0.10937858,0.56264544,0.29981408,0.7034884,0.8771356,0.07153001,1.5,2.8038025,2.0336914,0.08630371,-0.3334961,0.9935913,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968151875,NEUTRAL,0.18934265,0.299642,0.10754202,0.56463957,0.2955956,0.7097725,0.8905343,0.0729676,1.5,-17.697601,-19.678955,0.10046387,0.009887695,0.89971924,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968152125,NEUTRAL,0.18491778,0.3008353,0.105577335,0.5647706,0.29040232,0.73089576,0.9313336,0.07598906,1.5,-6.6244507,-8.822632,0.07550049,0.28253174,0.95770264,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968152375,NEUTRAL,0.17961016,0.30066904,0.10356888,0.5593634,0.28042635,0.7674964,0.9725668,0.08870413,1.5,-4.089813,6.564636,0.05871582,0.0040283203,0.9320679,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968152625,NEUTRAL,0.17383163,0.3000281,0.10147639,0.5593634,0.27391824,0.78425795,0.9952235,0.09216732,1.5,-7.1029663,13.615265,0.027404785,-0.035705566,1.0706787,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968152875,NEUTRAL,0.16787232,0.29925257,0.09911661,0.55452144,0.26575676,0.7867898,1.0113237,0.077185996,1.5,-4.9720764,1.8093872,-0.008239746,-0.05987549,1.0132446,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968153125,NEUTRAL,0.16306683,0.29719386,0.0967845,0.55613196,0.28242326,0.7745882,1.0090662,0.053539373,1.5,-4.717865,-13.091888,0.081726074,-0.02520752,0.97247314,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968153375,NEUTRAL,0.15962437,0.29510006,0.09573863,0.5416514,0.2873592,0.7666152,0.99822223,0.049270872,1.5,-10.646973,-0.5906677,0.15118408,0.007385254,1.0140991,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
