timestamp,state,concentration,mellow,alpha,beta,theta,delta,gamma,signal_quality,gyro_y,gyro_z,acc_x,acc_y,acc_z,blink,jaw_clench,nod,shake,robot_action,room_index,room_title
1778504951989,ATTENTION,0.4417649,0.31196442,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.0,4.2243958,1.4280701,0.05987549,0.20281982,0.97869873,0,0,0,0,"Alta concentración detectada",-1,""
1778504952239,ATTENTION,0.44331628,0.3084046,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.0,0.52337646,0.41870117,0.0057373047,0.20611572,0.99279785,1,0,0,0,"Alta concentración detectada",-1,""
1778504952489,ATTENTION,0.44567195,0.30404425,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.75,1.9813538,3.4318542,-0.033081055,0.21636963,0.9749756,0,1,0,0,"Alta concentración detectada",-1,""
1778504952739,ATTENTION,0.4486488,0.29921168,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.75,-3.6935425,-3.058014,-0.0036010742,0.16955566,0.98883057,0,1,0,0,"Alta concentración detectada",-1,""
1778504952989,ATTENTION,0.45162567,0.29437914,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.75,-3.8804626,0.48599243,-0.006652832,0.16699219,0.9940796,0,0,0,0,"Alta concentración detectada",-1,""
1778504953239,ATTENTION,0.45283085,0.2909113,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,2.25,-0.7775879,-0.37384033,0.03112793,0.18548584,1.0059204,0,0,0,0,"Alta concentración detectada",-1,""
1778504953489,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,2.25,-3.7384033,-2.5720215,0.01184082,0.16174316,0.9971924,0,1,0,0,"Alta concentración detectada",-1,""
1778504953739,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.75,-3.5066223,-2.4224854,0.01586914,0.144104,1.0007935,0,0,0,0,"Alta concentración detectada",-1,""
1778504953989,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.75,-4.5458984,1.2336731,0.012084961,0.14868164,0.9984741,0,0,0,0,"Alta concentración detectada",-1,""
1778504954239,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-4.0449524,0.9944153,0.033691406,0.13653564,0.9921875,0,0,0,0,"Alta concentración detectada",-1,""
1778504954489,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-3.2972717,0.231781,0.037231445,0.14733887,1.0030518,0,0,0,0,"Alta concentración detectada",-1,""
1778504954739,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-1.8692017,0.8822632,0.037353516,0.14520264,0.996521,0,0,0,0,"Alta concentración detectada",-1,""
1778504954989,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-2.8038025,4.059906,0.026367188,0.122802734,0.9971924,0,0,0,0,"Alta concentración detectada",-1,""
1778504955239,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-0.9944153,3.0879211,0.05029297,0.16003418,1.005127,0,0,0,0,"Alta concentración detectada",-1,""
1778504955489,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-2.7738953,-1.4355469,0.04107666,0.1541748,1.001709,0,0,0,0,"Alta concentración detectada",-1,""
1778504955739,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-3.3496094,-16.605988,-0.05456543,0.115112305,0.97143555,0,0,0,0,"Alta concentración detectada",-1,""
1778504955990,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-8.493652,-20.972443,0.06524658,0.2775879,0.9902344,1,0,0,0,"Alta concentración detectada",-1,""
1778504956239,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-1.547699,1.8093872,0.008178711,0.27124023,0.9667969,0,0,0,0,"Alta concentración detectada",-1,""
1778504956489,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-2.31781,0.13458252,0.023071289,0.26745605,0.96691895,0,0,0,0,"Alta concentración detectada",-1,""
1778504956746,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-2.6766968,0.72525024,0.027832031,0.2654419,0.9758301,0,0,0,0,"Alta concentración detectada",-1,""
1778504956989,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-2.5196838,-0.09719849,0.033569336,0.2703247,0.979187,0,0,0,0,"Alta concentración detectada",-1,""
1778504957239,ATTENTION,0.45313954,0.2902514,0.6632937,0.8567513,0.6097913,0.81250465,0.4895231,1.5,-2.086029,-0.4411316,0.026794434,0.27038574,0.96868896,0,0,0,0,"Alta concentración detectada",-1,""
1778504957489,ATTENTION,0.45301107,0.29411572,0.71180326,0.8497456,0.5356879,0.6540475,0.52682716,1.0,-2.3252869,-0.59814453,0.021911621,0.26159668,0.9718628,0,0,0,0,"Alta concentración detectada",-1,""
1778504957739,ATTENTION,0.4535905,0.29820305,0.71317565,0.85493416,0.51528203,0.64199525,0.5196118,1.0,-1.4953613,0.18692017,0.025390625,0.26739502,0.9716797,0,0,0,0,"Alta concentración detectada",-1,""
1778504957989,ATTENTION,0.4548126,0.3024134,0.7168199,0.8630071,0.5011809,0.63037056,0.5147783,1.0,-3.1402588,-0.463562,0.024169922,0.2631836,0.97662354,0,0,0,0,"Alta concentración detectada",-1,""
1778504958239,ATTENTION,0.45629817,0.30659878,0.7168199,0.8657858,0.496356,0.6214782,0.51169986,1.0,-42.28134,3.2972717,0.05029297,0.24334717,0.87475586,0,0,0,0,"Alta concentración detectada",-1,""
1778504958489,ATTENTION,0.4578039,0.31106895,0.7233455,0.86879027,0.49249634,0.60648113,0.5110648,1.0,4.104767,-2.4150085,0.019348145,0.23120117,0.9729004,0,0,0,0,"Alta concentración detectada",-1,""
1778504958739,ATTENTION,0.45967898,0.31520864,0.7178577,0.87102085,0.49045748,0.620006,0.5118557,1.0,-3.3197021,-2.8935242,0.06695557,0.22045898,0.9841919,0,0,0,0,"Alta concentración detectada",-1,""
1778504958989,ATTENTION,0.4630024,0.318259,0.69477123,0.8755678,0.47386417,0.6029177,0.50974417,1.0,-0.0,1.0766602,0.04949951,0.22991943,0.9804077,1,0,0,0,"Alta concentración detectada",-1,""
1778504959239,ATTENTION,0.46650627,0.32085475,0.68861437,0.8772186,0.48003802,0.60264456,0.5117448,1.0,-1.0766602,-1.2037659,0.058410645,0.22955322,0.9782715,0,0,0,0,"Alta concentración detectada",-1,""
1778504959489,ATTENTION,0.47053862,0.3220574,0.6619419,0.8747902,0.49171758,0.6085985,0.516162,1.0,-1.622467,-0.463562,0.053894043,0.22833252,0.9833374,0,0,0,0,"Alta concentración detectada",-1,""
1778504959739,ATTENTION,0.47492683,0.32261288,0.6496673,0.8750355,0.49499163,0.6184728,0.5227032,1.0,-0.0,0.29907227,0.03112793,0.2286377,0.98565674,0,0,0,0,"Alta concentración detectada",-1,""
1778504959989,ATTENTION,0.47951543,0.31883922,0.63951206,0.87238663,0.4998736,0.63589,0.52937996,1.0,-2.2729492,-0.04486084,0.037353516,0.22711182,0.98431396,0,0,0,0,"Alta concentración detectada",-1,""
1778504960239,ATTENTION,0.48339614,0.31484255,0.63951206,0.87238663,0.4998736,0.63589,0.52937996,1.0,-2.8411865,-0.29159546,0.049438477,0.22528076,0.9840088,0,0,0,0,"Alta concentración detectada",-1,""
1778504960489,ATTENTION,0.4862671,0.3138354,0.6587651,0.8443153,0.41451028,0.695436,0.57930845,1.0,-1.1663818,1.510315,0.044189453,0.22790527,0.9837036,0,0,0,0,"Alta concentración detectada",-1,""
1778504960739,ATTENTION,0.48816592,0.31362772,0.6750759,0.8440393,0.41894853,0.702635,0.5763006,1.0,-3.0056763,-0.96450806,0.04522705,0.22290039,0.9855957,1,0,0,0,"Alta concentración detectada",-1,""
1778504960989,ATTENTION,0.48971757,0.3136167,0.68280405,0.8425511,0.41670367,0.71234524,0.5728124,1.0,-2.4897766,-1.6374207,0.056396484,0.21478271,0.9869385,0,0,0,0,"Alta concentración detectada",-1,""
1778504961239,ATTENTION,0.49095234,0.31406572,0.68280405,0.8413446,0.41064894,0.7169063,0.56998426,1.0,-7.2599792,-30.968933,-0.087402344,0.21118164,0.98095703,0,0,0,0,"Alta concentración detectada",-1,""
1778504961489,ATTENTION,0.49073875,0.31560406,0.68280405,0.8413446,0.41064894,0.7169063,0.56998426,1.5,15.327454,2.4449158,0.072143555,0.21600342,0.9968872,0,0,0,0,"Alta concentración detectada",-1,""
1778504961739,ATTENTION,0.49023175,0.31722316,0.68032503,0.8427084,0.4246411,0.7358743,0.5689876,1.5,-0.7028198,0.41870117,0.066711426,0.2290039,0.98309326,1,0,0,0,"Alta concentración detectada",-1,""
1778504961989,ATTENTION,0.49123102,0.3180154,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-3.0430603,-0.5607605,0.06188965,0.21807861,0.9859619,0,0,0,0,"Alta concentración detectada",-1,""
1778504962239,ATTENTION,0.4918744,0.31945482,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-1.3458252,3.3869934,0.093444824,0.18719482,0.96990967,0,0,0,0,"Alta concentración detectada",-1,""
1778504962489,ATTENTION,0.49244586,0.32135904,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,11.058197,71.43341,-0.12646484,0.19012451,0.9772339,0,0,0,0,"Alta concentración detectada",-1,""
1778504962752,ATTENTION,0.49301732,0.32326326,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-10.175934,3.9328003,0.106933594,0.13702393,0.99591064,0,0,0,0,"Alta concentración detectada",-1,""
1778504962989,ATTENTION,0.49395588,0.32205492,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-3.985138,-1.2261963,0.13232422,0.11541748,0.99993896,0,0,0,0,"Alta concentración detectada",-1,""
1778504963239,ATTENTION,0.49560308,0.32007214,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-29.645538,17.847137,0.1560669,0.078125,0.93548584,1,0,0,0,"Alta concentración detectada",-1,""
1778504963489,ATTENTION,0.49757728,0.31760788,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-11.297455,-5.3907776,0.19873047,0.14477539,0.9945679,0,0,0,0,"Alta concentración detectada",-1,""
1778504963739,ATTENTION,0.49949902,0.31501403,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,0.35888672,-16.000366,0.21929932,0.13934326,1.0015259,0,0,0,0,"Alta concentración detectada",-1,""
1778504963989,ATTENTION,0.5014208,0.31242022,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-0.82244873,-6.57959,0.27770996,0.15838623,1.0301514,0,0,0,0,"Alta concentración detectada",-1,""
1778504964239,ATTENTION,0.5034555,0.31020024,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,4.3515015,-7.5141907,0.12060547,0.12640381,0.98547363,1,0,0,0,"Alta concentración detectada",-1,""
1778504964489,ATTENTION,0.5034555,0.31020024,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-0.82992554,-1.5551758,0.059448242,0.14886475,0.960022,0,0,0,0,"Alta concentración detectada",-1,""
1778504964739,ATTENTION,0.5034555,0.31020024,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-0.7701111,2.3477173,0.10650635,0.144104,0.99554443,0,0,0,0,"Alta concentración detectada",-1,""
1778504964989,ATTENTION,0.5034555,0.31020024,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-1.1439514,15.462036,0.09362793,0.14398193,0.99658203,0,0,0,0,"Alta concentración detectada",-1,""
1778504965240,ATTENTION,0.5034555,0.31020024,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-3.6561584,11.746063,0.057861328,0.11291504,0.9689331,0,0,0,0,"Alta concentración detectada",-1,""
1778504965489,ATTENTION,0.5034555,0.31020024,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,1.0916138,6.071167,0.06915283,0.14001465,0.9719238,0,0,0,0,"Alta concentración detectada",-1,""
1778504965739,ATTENTION,0.5034555,0.31020024,0.6279713,0.8382903,0.40664518,0.7348238,0.5597834,1.5,-8.00766,3.828125,0.15600586,0.07861328,0.9980469,0,0,0,0,"Alta concentración detectada",-1,""
