timestamp,state,concentration,mellow,gamma_activity,alpha,beta,theta,delta,gamma,signal_quality,gyro_y,gyro_z,acc_x,acc_y,acc_z,blink,jaw_clench,nod,shake,robot_action,room_index,room_title,escape_room_name,module_type,temi_speaking
1779962184176,NEUTRAL,0.24700178,0.34371313,0.0,0.28197083,0.21183303,0.27119604,0.6334391,-0.10334441,1.5,2.8038025,-2.6617432,0.19067383,0.076293945,1.0482178,1,0,0,0,"Neutral — sin seguimiento",1,"El Grimorio","El Castillo Encantado",MorseModule,0
1779962184426,NEUTRAL,0.25661606,0.34391513,0.0,0.2792828,0.21535406,0.27936208,0.6237635,-0.110877775,1.5,6.9309998,-9.009552,0.014038086,-0.0647583,0.9595337,0,0,0,0,"Neutral — sin seguimiento",1,"El Grimorio","El Castillo Encantado",MorseModule,0
1779962184676,NEUTRAL,0.2656156,0.34475517,0.0,0.29412603,0.22992161,0.30152565,0.6463049,-0.11220594,1.5,4.0449524,15.933075,-0.0040893555,0.0076904297,0.9715576,0,0,0,0,"Neutral — sin seguimiento",1,"El Grimorio","El Castillo Encantado",MorseModule,0
1779962184927,NEUTRAL,0.2748429,0.34461677,0.0,0.2761637,0.22694993,0.31478304,0.67450094,-0.1080136,1.5,-6.3552856,8.770294,-1.8310547E-4,0.14025879,1.0264893,0,0,0,0,"Neutral — sin seguimiento",1,"El Grimorio","El Castillo Encantado",MorseModule,0
1779962185177,NEUTRAL,0.2840761,0.34348804,0.0,0.2559745,0.22610891,0.32485723,0.7031473,-0.11359536,1.5,3.5664368,6.377716,-0.04925537,0.03845215,1.0048218,1,0,0,0,"Neutral — sin seguimiento",1,"El Grimorio","El Castillo Encantado",MorseModule,1
1779962185427,NEUTRAL,0.29374638,0.34203175,0.0,0.24945727,0.2332407,0.3212627,0.7113368,-0.1194888,1.5,-0.4560852,1.1663818,-0.05218506,-0.043884277,1.0133667,0,0,0,0,"Neutral — sin seguimiento",1,"El Grimorio","El Castillo Encantado",MorseModule,1
1779962185677,NEUTRAL,0.3034835,0.33965883,0.0,0.2445674,0.2441985,0.3329943,0.71767956,-0.12912633,1.5,-5.6599426,-4.9645996,0.022460938,0.025268555,1.010376,0,0,0,0,"Neutral — sin seguimiento",1,"El Grimorio","El Castillo Encantado",MorseModule,1
1779962185927,NEUTRAL,0.30382276,0.3349019,0.0,0.2445674,0.27106148,0.35156986,0.725835,-0.14089225,1.5,-2.8935242,12.66571,0.026184082,0.06713867,0.9972534,0,0,0,0,"Neutral — sin seguimiento",1,"El Grimorio","El Castillo Encantado",MorseModule,1
1779962186177,NEUTRAL,0.3052694,0.32910028,0.0,0.2445674,0.27106148,0.35156986,0.725835,-0.14089225,1.5,0.63552856,-0.74020386,0.05609131,0.038024902,1.0041504,0,0,0,0,"Neutral — sin seguimiento",1,"El Grimorio","El Castillo Encantado",MorseModule,1
1779962186427,NEUTRAL,0.30720258,0.323306,0.0,0.2445674,0.27106148,0.35156986,0.725835,-0.14089225,1.5,-1.121521,0.71777344,0.025390625,0.03265381,1.0106201,0,0,0,0,"Neutral — sin seguimiento",1,"El Grimorio","El Castillo Encantado",MorseModule,1
