timestamp,state,concentration,mellow,gamma_activity,alpha,beta,theta,delta,gamma,signal_quality,gyro_y,gyro_z,acc_x,acc_y,acc_z,blink,jaw_clench,nod,shake,robot_action,room_index,room_title,escape_room_name,module_type,temi_speaking
1779968051875,NEUTRAL,0.20157744,0.33077484,0.10868554,0.7104595,0.50425947,0.7330725,0.8716626,0.27112883,1.0,-2.5271606,-2.0635986,0.18988037,-0.037719727,0.9874878,1,1,1,1,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968052125,NEUTRAL,0.2005776,0.3294071,0.1104009,0.6923969,0.48392683,0.6624053,0.80903476,0.27890489,1.0,4.2767334,4.5458984,0.22143555,-0.02709961,0.9888916,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968052376,NEUTRAL,0.20214926,0.32816595,0.11251545,0.67676294,0.49666727,0.6193991,0.7562159,0.26963627,1.0,8.456268,-2.2729492,0.09295654,-0.026000977,0.9883423,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968052626,NEUTRAL,0.2076207,0.32694608,0.11644889,0.67423177,0.5019902,0.57297325,0.73765635,0.26156488,1.0,0.95703125,-0.93460083,0.11242676,0.0670166,1.0255127,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968052875,NEUTRAL,0.21072225,0.33076313,0.11654366,0.62732226,0.4475612,0.5019406,0.7133528,0.12761538,1.0,2.5720215,2.7365112,0.0413208,0.019042969,1.008728,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968053125,NEUTRAL,0.2139687,0.33624223,0.11745207,0.61299896,0.41904488,0.46411774,0.6911847,0.107828476,1.0,1.3832092,-5.8169556,0.03503418,0.03503418,1.0126343,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968053375,NEUTRAL,0.21807203,0.3399765,0.11855943,0.56717825,0.4106356,0.46686372,0.67219067,0.09039059,1.0,0.3289795,-3.2673645,0.019470215,0.057739258,1.0151978,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968053626,NEUTRAL,0.22245832,0.34872726,0.118619844,0.6878224,0.46085012,0.52072793,0.7769262,0.09571463,1.0,3.0056763,-2.5196838,-0.017150879,-0.003479004,0.98480225,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968053888,NEUTRAL,0.22679889,0.35634866,0.11783022,0.7323973,0.5082152,0.59933877,0.8735212,0.123926826,1.0,3.1626892,4.1571045,-0.047302246,0.054748535,0.9814453,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968054125,NEUTRAL,0.22930168,0.36299628,0.116119176,0.7707128,0.5249214,0.6546001,0.94100124,0.14782292,1.0,4.7402954,-1.4205933,-0.029968262,-0.008056641,0.9945679,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968054375,NEUTRAL,0.23040181,0.36740747,0.11400202,0.73994344,0.50184566,0.66316617,0.97521865,0.16140763,1.0,2.2131348,1.5402222,-0.07531738,0.050964355,0.9970093,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968054625,NEUTRAL,0.2302909,0.3703667,0.109986186,0.787342,0.540373,0.7368205,1.0540698,0.17918263,1.0,-2.938385,0.2168274,-0.061706543,0.028320312,1.010376,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968054877,NEUTRAL,0.22913574,0.37226787,0.10579116,0.78994507,0.56348795,0.75642866,1.088668,0.1958094,1.0,-2.9981995,-3.9552307,-0.0703125,0.0345459,1.005188,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968055125,NEUTRAL,0.22708088,0.37364256,0.101439595,0.79111636,0.56259584,0.745462,1.0813788,0.19369279,1.0,-1.9439697,-1.390686,-0.060424805,0.05328369,1.017395,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968055375,NEUTRAL,0.22438139,0.37417608,0.09954155,0.752339,0.5150367,0.6805903,1.0279036,0.16879863,1.0,-4.478607,0.85235596,-0.047851562,0.016906738,0.9986572,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968055626,NEUTRAL,0.22259018,0.374466,0.09799929,0.7142485,0.48331884,0.60897255,0.9869894,0.14456624,1.0,-2.1084595,0.06729126,-0.028137207,0.014160156,1.0025024,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968055875,NEUTRAL,0.22042017,0.377358,0.096532375,0.7144571,0.48385537,0.59140295,0.97860885,0.1459655,1.0,-5.0543213,-2.6393127,-0.032714844,0.02709961,1.0119629,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968056125,NEUTRAL,0.21993299,0.3778448,0.09824321,0.6737409,0.43233326,0.47280854,0.86450875,0.14419654,1.5,-3.55896,0.61309814,-0.02709961,0.053649902,1.0099487,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968056375,NEUTRAL,0.21997605,0.3785389,0.10094736,0.6441792,0.4130985,0.44761124,0.7906586,0.13627449,1.5,-2.474823,-3.0729675,-0.024047852,0.031982422,0.9996948,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968056626,NEUTRAL,0.22060801,0.379001,0.10371415,0.6339134,0.3952466,0.45233315,0.7684405,0.119360596,1.5,-4.142151,-1.4205933,-0.013183594,0.04034424,1.0123901,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968056875,NEUTRAL,0.220988,0.38036388,0.1058497,0.6282588,0.3821672,0.47839,0.80602545,0.11938013,1.5,-4.6655273,0.38879395,-0.0026245117,0.028442383,1.0134888,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968057125,NEUTRAL,0.2140461,0.38391796,0.10548198,0.7472333,0.28562567,0.7037734,1.059601,0.081363924,1.0,-4.2393494,-0.37384033,0.012084961,0.02709961,1.0116577,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968057375,NEUTRAL,0.20704913,0.38600716,0.10535527,0.69659984,0.27372652,0.6996393,1.045719,0.071959585,1.0,-3.6860657,-0.16448975,0.013244629,0.02911377,1.0108643,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968057627,NEUTRAL,0.20006731,0.38615224,0.104908004,0.6730642,0.27262658,0.7127584,1.054779,0.052293688,1.0,-4.0374756,-0.61309814,0.018127441,0.023498535,1.0093384,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968057875,NEUTRAL,0.19482549,0.3892067,0.0952009,0.7058997,0.3132526,0.7388543,1.0158682,-0.0041983468,1.0,-3.0879211,-0.231781,0.018432617,0.042907715,1.0085449,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968058125,NEUTRAL,0.19038534,0.39289764,0.085004695,0.7109416,0.34290224,0.7014911,0.954962,-0.0033250458,1.0,-2.8785706,-0.60562134,0.02166748,0.02734375,1.0130615,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968058375,NEUTRAL,0.18640879,0.3963106,0.08379583,0.67981404,0.32774782,0.5455807,0.7262422,0.020264748,1.0,-2.362671,-0.40374756,0.019714355,0.026123047,1.0061035,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968058625,NEUTRAL,0.18749928,0.39519614,0.08370945,0.5236748,0.31468764,0.336905,0.619705,0.0032106438,1.0,-2.160797,-0.7626343,0.020751953,0.036376953,1.0142822,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968058875,NEUTRAL,0.18755205,0.3963978,0.08287506,0.55584145,0.31272182,0.3389172,0.6436823,0.004286169,1.0,-2.0785522,-0.97946167,0.02368164,0.036315918,1.0094604,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968059125,NEUTRAL,0.18737921,0.39862692,0.08237489,0.57458496,0.30867,0.34216774,0.6724191,0.017664375,1.0,-2.9458618,-0.4486084,0.027648926,0.035095215,1.0087891,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968059375,NEUTRAL,0.18741804,0.40296718,0.08194817,0.5912571,0.2997451,0.32752365,0.7446134,0.020443361,1.0,-2.6094055,-0.14953613,0.021728516,0.03125,1.0070801,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968059625,NEUTRAL,0.19261628,0.40788785,0.082428634,0.7197847,0.34550035,0.47851673,0.88216275,0.02738495,1.0,-2.7963257,-0.7626343,0.021057129,0.029174805,1.0028076,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968059876,NEUTRAL,0.19585389,0.412417,0.0802997,0.8191215,0.43556693,0.70447904,1.0726469,0.029292008,1.0,-2.1458435,-2.3851013,0.02508545,0.026245117,1.0102539,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968060125,NEUTRAL,0.19892412,0.41667563,0.07818345,0.8230907,0.4579746,0.7544856,1.1171852,0.03445038,1.0,-2.3402405,0.029907227,0.02734375,0.024658203,1.0091553,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968060375,NEUTRAL,0.19982395,0.41502407,0.08435793,0.8300932,0.4789704,0.8233235,1.213966,0.033990398,1.0,-3.244934,-0.9121704,0.029052734,0.030090332,1.0108643,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968060625,NEUTRAL,0.19927692,0.4112742,0.09016867,0.83077425,0.49026316,0.8459241,1.262912,0.017560888,1.0,-2.586975,-1.0243225,0.036376953,0.020629883,1.0097046,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968060875,NEUTRAL,0.19794545,0.4062831,0.08671587,0.832277,0.50320184,0.8737324,1.2886043,0.021860218,1.0,-2.4673462,-0.119628906,0.03387451,0.020874023,1.0084839,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968061126,NEUTRAL,0.18987171,0.4053033,0.08082678,0.840284,0.4647002,0.86610264,1.2771037,0.028355215,1.0,-2.437439,-0.47103882,0.037719727,0.02178955,1.0100098,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968061375,NEUTRAL,0.18176119,0.4051105,0.07572492,0.82548,0.39795142,0.79904026,1.2275077,0.018928643,1.0,-1.9290161,-0.3364563,0.038024902,0.02508545,1.0094604,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968061625,NEUTRAL,0.1756192,0.40724656,0.07410636,0.6509874,0.22515412,0.48707387,1.0790521,0.0066369493,1.0,-0.47851562,1.121521,0.030639648,0.016723633,1.0050049,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968061875,NEUTRAL,0.17395937,0.41304457,0.062549375,0.6062769,0.22576326,0.40706146,1.0510936,-0.017363748,1.0,0.463562,0.059814453,0.01184082,0.016235352,1.0049438,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968062125,NEUTRAL,0.17623067,0.41871923,0.05331654,0.61046016,0.23364314,0.3390284,0.91606295,-0.042173836,1.0,-1.9888306,-1.0317993,0.010925293,0.021972656,1.0054932,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968062375,NEUTRAL,0.18039992,0.42602733,0.04639398,0.597162,0.23708043,0.34886155,0.9297177,-0.04884473,1.0,-1.5402222,-0.9046936,0.0028686523,0.024291992,1.0028076,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968062627,NEUTRAL,0.18586615,0.4337656,0.03974808,0.57420176,0.2510766,0.33979917,0.9465116,-0.052083336,1.0,-1.7570496,-0.85983276,0.0044555664,0.019104004,1.0067749,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968062875,NEUTRAL,0.19294672,0.4401399,0.033573598,0.56259125,0.2948229,0.39712828,0.99260485,-0.07053291,1.0,-1.8766785,0.8000183,-0.00390625,0.017089844,1.0110474,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968063126,NEUTRAL,0.1999064,0.44300875,0.02776286,0.5490957,0.3239694,0.48542994,1.0684124,-0.08135558,1.0,-2.2131348,-0.695343,-0.0024414062,0.023620605,1.0078735,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968063375,NEUTRAL,0.20672767,0.446418,0.022081714,0.5465784,0.32393745,0.49757725,1.0744054,-0.060101617,1.0,-2.3477173,0.24673462,-0.0021362305,0.02520752,1.0092163,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968063625,NEUTRAL,0.21493712,0.4474526,0.0162334,0.53418905,0.32703498,0.5100425,1.0675337,-0.037243087,1.0,-1.5551758,-1.6448975,-0.012573242,0.023132324,1.005188,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968063875,NEUTRAL,0.22496042,0.44334203,0.009914706,0.49991938,0.3397331,0.5245957,1.0472807,-0.010630724,1.0,-2.2206116,-0.6654358,-0.0064697266,0.02130127,1.0100708,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968064126,NEUTRAL,0.23135933,0.4299913,0.0101699885,0.47656474,0.35208237,0.5584958,1.0826198,0.0015222423,1.0,-2.9981995,-0.5308533,-0.0051879883,0.024597168,1.0077515,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968064375,NEUTRAL,0.23357934,0.4106404,0.02030945,0.46941808,0.3531717,0.5781475,1.1225517,0.006113668,1.0,-3.0430603,-0.5308533,-0.0022583008,0.022155762,1.0089722,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968064625,NEUTRAL,0.2355051,0.3894926,0.030674497,0.46341613,0.3556094,0.54543483,1.1011122,0.001896875,1.0,-3.2748413,-0.13458252,7.9345703E-4,0.019958496,1.0118408,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968064876,NEUTRAL,0.2408431,0.37279037,0.030674497,0.459647,0.37130538,0.53500205,1.0926857,-0.0064253733,1.5,-3.2225037,-0.14205933,0.0071411133,0.01965332,1.0115967,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968065126,NEUTRAL,0.24496526,0.35761452,0.030674497,0.46441308,0.3752521,0.5357359,1.0977756,-0.009005627,1.5,-3.327179,-0.97198486,0.012268066,0.019348145,1.0096436,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968065375,NEUTRAL,0.24264507,0.35043138,0.030674497,0.56992155,0.3340934,0.59702784,0.95470864,-0.024244688,1.0,-2.1159363,-0.08224487,0.0018310547,0.021850586,1.0144043,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
