timestamp,state,concentration,mellow,gamma_activity,alpha,beta,theta,delta,gamma,signal_quality,gyro_y,gyro_z,acc_x,acc_y,acc_z,blink,jaw_clench,nod,shake,robot_action,room_index,room_title,escape_room_name,module_type,temi_speaking
1779968661201,NEUTRAL,0.29058096,0.24229261,0.2519812,0.37442076,0.35632902,0.30244324,0.3712044,0.2839214,2.0,-2.0336914,-2.0935059,-0.031555176,-0.020263672,1.0020752,1,1,0,1,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968661450,NEUTRAL,0.28626147,0.24768545,0.24746984,0.37442076,0.35632902,0.30244324,0.3712044,0.2839214,1.5,-4.28421,-1.7121887,0.030700684,0.025756836,1.0136108,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968661700,NEUTRAL,0.28231192,0.25203627,0.24334942,0.34632128,0.3509395,0.29621708,0.36114183,0.28001413,1.5,-3.671112,-0.97946167,0.001953125,0.049316406,1.0037842,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968661950,NEUTRAL,0.28000382,0.25399143,0.24000737,0.27054453,0.34190288,0.26099598,0.3640523,0.25979558,1.5,-3.633728,0.6504822,-0.007751465,0.0569458,1.020813,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,0
1779968662200,NEUTRAL,0.2743166,0.25761017,0.23640454,0.2946376,0.2823541,0.29103693,0.43185616,0.25018987,2.0,1.2336731,-3.132782,-0.0067749023,0.033691406,0.9926758,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968662450,NEUTRAL,0.26918054,0.26360705,0.23375341,0.29562792,0.25455728,0.18257183,0.30929008,0.23032837,1.5,-1.3607788,-4.5533752,-0.009765625,0.08117676,1.0006104,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968662700,NEUTRAL,0.26371458,0.2707821,0.22965176,0.3297175,0.26528463,0.21076292,0.38321042,0.2199363,1.5,-0.7028198,-5.069275,-0.0040893555,0.017211914,1.0004883,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968662950,NEUTRAL,0.26063225,0.27952498,0.22679144,0.45945245,0.280992,0.24878077,0.45104522,0.21269359,1.5,1.4205933,2.13089,-0.01751709,0.09075928,1.0144043,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968663200,NEUTRAL,0.2576485,0.2880076,0.22356197,0.46847385,0.28249076,0.25384945,0.47500643,0.20452438,1.5,2.160797,1.5177917,-0.03314209,0.03778076,0.99328613,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968663450,NEUTRAL,0.25379214,0.29662097,0.22029078,0.46847385,0.26428542,0.25020263,0.4825156,0.19171853,2.0,-5.6674194,-8.54599,-0.018920898,0.079833984,1.0178833,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968663700,NEUTRAL,0.24985714,0.30574778,0.2162507,0.46649468,0.25468814,0.24868278,0.5166571,0.16585031,2.0,-4.5010376,-1.2037659,-0.05596924,0.07562256,0.9951782,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968663950,NEUTRAL,0.24615367,0.31497273,0.21179207,0.46951684,0.26098403,0.252277,0.5300094,0.15772034,1.5,-5.5926514,1.854248,-0.010498047,0.06335449,1.0154419,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968664200,NEUTRAL,0.2420622,0.32557333,0.20670512,0.46951684,0.25672692,0.24684125,0.5311533,0.14803487,2.0,19.664001,106.59683,-0.16357422,0.2541504,1.0257568,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968664450,NEUTRAL,0.2365455,0.33869943,0.20098403,0.45299736,0.24279588,0.21914373,0.52444357,0.13351904,1.5,-75.64285,-176.29562,-0.1706543,0.17150879,0.87493896,0,0,0,1,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968664700,NEUTRAL,0.23592222,0.34525532,0.19786558,0.32349372,0.2021874,0.17130029,0.49076438,0.11865847,2.0,141.75278,152.45209,0.07550049,0.15570068,0.9753418,0,1,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968664950,NEUTRAL,0.23623332,0.34834906,0.19426106,0.29100624,0.21001652,0.13676983,0.4801618,0.11082481,2.0,-100.16678,-65.033264,-0.5474243,0.039916992,0.85546875,0,1,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968665200,NEUTRAL,0.23737025,0.35026425,0.19173951,0.2891607,0.21638128,0.13239034,0.47329727,0.1012019,2.5,-17.824707,84.59259,0.39300537,0.1281128,1.0091553,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968665450,NEUTRAL,0.24056634,0.346452,0.19215353,0.2891607,0.21638128,0.13239034,0.47329727,0.1012019,2.5,9.443207,62.2818,-0.17645264,-0.14581299,0.95410156,1,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968665700,NEUTRAL,0.24384472,0.3421519,0.19307467,0.2891607,0.21638128,0.13239034,0.47329727,0.1012019,2.5,6.2879944,-34.340973,0.122680664,0.04083252,1.0299072,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
1779968665950,NEUTRAL,0.24769154,0.33723596,0.19423401,0.2891607,0.21638128,0.13239034,0.47329727,0.1012019,2.0,-1.5028381,-0.08972168,-0.0014648438,0.07110596,0.9958496,0,0,0,0,"Neutral — sin seguimiento",1,"Nave en Deriva","Aventura Espacial",CalmModule,1
