timestamp,state,concentration,mellow,gamma_activity,alpha,beta,theta,delta,gamma,signal_quality,gyro_y,gyro_z,acc_x,acc_y,acc_z,blink,jaw_clench,nod,shake,robot_action,room_index,room_title,escape_room_name,module_type,temi_speaking
1779968103625,NEUTRAL,0.23783015,0.34323516,0.08915566,0.60547316,0.4461483,0.5881045,1.1115515,0.020030314,1.5,-3.2299805,-5.7496643,0.39141846,-0.0413208,0.91741943,0,0,0,0,"Neutral — sin seguimiento",-1,"","",,0
1779968103875,NEUTRAL,0.2347733,0.34430644,0.08874471,0.6028713,0.4295338,0.58906674,1.0580316,0.010703672,1.5,-1.7720032,-0.037384033,0.37609863,-0.015991211,0.93585205,0,0,0,0,"Neutral — sin seguimiento",-1,"","",,0
1779968104125,NEUTRAL,0.23466402,0.34546518,0.08855643,0.6037923,0.43252623,0.580461,1.0451325,0.007853856,1.5,-2.8710938,-0.5308533,0.3633423,-0.023620605,0.93066406,0,0,0,0,"Neutral — sin seguimiento",-1,"","",,0
