# temi_eeg_session v2
# rows=1125
# app_version=0.1.0
# device=temi rk3399-Android11-temiV3 (Temi)
# level=Aventura Espacial
# connection=BLUETOOTH
# started_at=2026-09-07 14:43:54
# threshold_stress=0.22
# threshold_attention=0.2
# threshold_calm=0.22
# threshold_gamma=0.15
# blink_debounce_ms=500
# threshold_nod=37.0
# threshold_shake=39.0
timestamp,elapsed_ms,state,concentration,mellow,gamma_activity,alpha,beta,theta,delta,gamma,signal_quality,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,blink,jaw_clench,nod,shake,battery,noise,robot_action,room_index,room_title,escape_room_name,module_type,temi_speaking,event,event_detail
1788785034012,0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-1,-1,"",-1,"","",,0,GAME_START,"Aventura Espacial"
1788785034051,39,CALM,0.3066815,0.33778775,0.13031021,0.4169276,0.33984,0.14979184,0.35528457,0.024754655,1.0,-0.052337646,-2.5720215,-0.61309814,-0.3242798,0.059387207,0.95513916,1,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785034301,289,CALM,0.3082961,0.33912447,0.13031021,0.42763868,0.36503094,0.15708351,0.3893346,-3.2286474E-4,1.0,0.85983276,-2.4822998,-0.73272705,-0.32214355,0.06311035,0.95526123,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785034551,539,CALM,0.3117893,0.34054223,0.13031021,0.42022753,0.37615272,0.14154196,0.41232872,-0.029014746,1.0,-0.08224487,-2.6766968,-0.463562,-0.31903076,0.06713867,0.9507446,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785034801,789,CALM,0.3210253,0.34730056,0.11479264,0.4008476,0.4065756,0.18645151,0.4632544,-0.047015082,1.0,-0.30654907,-3.095398,-1.0467529,-0.31903076,0.062927246,0.9555054,1,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785035051,1039,CALM,0.31732923,0.3555027,0.09818925,0.5614996,0.39646304,0.5081258,0.62181246,-0.058543175,1.0,0.28411865,-1.9813538,-0.8822632,-0.3204956,0.059814453,0.95654297,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785035301,1289,CALM,0.31183964,0.3627278,0.08174986,0.55477273,0.34629717,0.5709582,0.6905371,-0.07614078,1.0,0.059814453,-2.9907227,-1.0766602,-0.31976318,0.066467285,0.95391846,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785035551,1539,CALM,0.3054572,0.371637,0.06423735,0.56333494,0.33587304,0.55026853,0.69844526,-0.036781922,1.0,-0.2243042,-2.243042,-1.0392761,-0.31750488,0.0602417,0.96154785,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785035801,1789,CALM,0.29716343,0.37655988,0.05729021,0.56700367,0.3180861,0.49544284,0.6893418,0.0068037687,1.0,-0.2168274,-2.0336914,-0.42617798,-0.3182373,0.060058594,0.9605713,1,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785036051,2039,CALM,0.28795514,0.38048297,0.051963035,0.54040104,0.29744282,0.46468955,0.70296997,0.033068113,1.0,0.2243042,-2.1533203,-0.3439331,-0.32250977,0.06237793,0.9550781,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785036301,2289,CALM,0.27589858,0.38364947,0.04584412,0.6082242,0.31475908,0.5701009,0.7125492,0.019723482,1.5,0.36636353,-2.3028564,-0.9869385,-0.31396484,0.065979004,0.9591675,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785036551,2539,CALM,0.2659243,0.38479182,0.041275594,0.5959927,0.33039084,0.54313606,0.716834,0.02674319,1.5,0.17196655,-2.6467896,-1.3233948,-0.31414795,0.064086914,0.9537964,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785036801,2789,CALM,0.25043744,0.38001615,0.05194236,0.5895121,0.3359281,0.5271373,0.72925997,0.05105254,1.5,0.7551575,-2.4150085,-1.0317993,-0.31121826,0.06567383,0.9571533,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785037051,3039,CALM,0.23470111,0.37644628,0.06055961,0.65712667,0.41347033,0.59202766,0.7517733,0.017489957,1.5,0.12710571,-2.3776245,-0.18692017,-0.3199463,0.06689453,0.9564209,1,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785037302,3290,CALM,0.21810302,0.37708706,0.069033414,0.66758245,0.42211843,0.5670683,0.73796934,0.0073279846,1.5,-0.17944336,-2.437439,-0.19439697,-0.31622314,0.06414795,0.95526123,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785037551,3539,CALM,0.21777678,0.38147026,0.069033414,0.6334695,0.41675177,0.479328,0.69146264,-8.935118E-4,1.5,-0.059814453,-1.7645264,-1.3308716,-0.3236084,0.06591797,0.961792,1,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785037801,3789,CALM,0.21839054,0.38712955,0.069033414,0.68359405,0.4255844,0.5629373,0.7592608,-0.0046089804,1.5,0.0074768066,-2.512207,-0.7850647,-0.31811523,0.06604004,0.9584961,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785038051,4039,CALM,0.21696955,0.38860607,0.07733029,0.6892221,0.41807348,0.5517964,0.740215,6.976168E-4,1.5,0.3514099,-2.8112793,-0.8000183,-0.31811523,0.070251465,0.95544434,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785038301,4289,CALM,0.21740669,0.3925537,0.07582995,0.6892221,0.40547523,0.53225356,0.7018213,0.016467823,1.5,-0.17196655,-2.31781,-0.74768066,-0.31756592,0.06921387,0.9612427,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785038551,4539,CALM,0.21839483,0.39824685,0.07333038,0.6935141,0.4079513,0.4919724,0.7043232,0.016330425,1.5,0.3514099,-2.7290344,-0.5757141,-0.31732178,0.06561279,0.9536133,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785038801,4789,CALM,0.22138973,0.40379256,0.07262386,0.6981352,0.40811104,0.48658034,0.7140728,0.01625245,1.5,0.3289795,-2.594452,-0.52337646,-0.319458,0.06945801,0.9555054,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785039051,5039,CALM,0.22291724,0.40996122,0.071619764,0.6980156,0.39735967,0.47928736,0.70407164,0.015939105,1.5,-0.2243042,-2.4673462,-0.6654358,-0.31677246,0.06707764,0.9505005,0,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
1788785039301,5289,CALM,0.22358692,0.41733274,0.07008835,0.689902,0.37105483,0.44929993,0.6539023,0.0049481215,1.5,0.20187378,-2.7514648,-0.2168274,-0.31304932,0.06958008,0.95843506,1,0,0,0,50,-1,"Estado relajado — listo para interactuar",-1,"","Aventura Espacial",,0,,""
